ID,ID_ORIGINAL,Gender,Foreign_Citizenship,Age,Frequent_Traveler,Cellphone_Usage,Household_Size,Spy,Satisfaction_Level,Occupation,Political_Participation,Social_Person,Area_Residence,Military_Service,Household_Income
1293,463953,Male,Yes,28,Yes,Average,3,1,1,Private company,Strong involvement,Yes,City,Intervention in Iraq,10783
1294,460122,Female,No,41,No,Low,1,0,5,Private company,Unknown,No,City,Never,7000
1295,463923,Female,No,20,No,Low,4,0,1,Private company,No involvement,No,City,Never,7000
1296,461344,Male,Yes,43,No,High,2,1,3,Private company,Some involvement,Yes,City,Intervention in Iraq,14566
1297,464793,Female,Yes,26,No,High,3,0,1,Student,No involvement,Yes,Country-side,Never,15827
1298,464176,Female,Yes,40,Yes,Low,1,1,4,Private company,Unknown,No,City,Never,7000
1299,464264,Female,Yes,86,No,High,2,1,5,Self-employed,No involvement,No,City,Never,17088
1300,464798,Male,Yes,52,,Average,5,1,2,Private company,Strong involvement,Yes,Country-side,Never,7000
1301,464616,Male,Yes,27,No,Low,4,0,1,Private company,Strong involvement,No,City,Never,14566
1302,460530,Female,Yes,33,Yes,Average,3,0,2,Private company,Strong involvement,Yes,Country-side,Never,10783
1303,464711,Female,Yes,38,Yes,Average,3,1,2,Private company,Unknown,Yes,City,Intervention in Syria,15827
1304,466628,Male,No,32,No,Low,4,1,1,Private company,Some involvement,,,,17088
1305,465855,Male,No,42,Yes,Low,1,0,5,Private company,Unknown,Yes,City,Never,8261
1306,462150,Male,Yes,35,Yes,Low,2,1,2,Private company,Unknown,No,City,Never,15827
1307,466237,Male,No,18,No,Low,3,0,1,Private company,Some involvement,Yes,Country-side,Never,7000
1308,466671,Female,,33,No,Low,3,1,2,Private company,Some involvement,Yes,City,Never,9522
1309,461025,Male,Yes,38,No,High,4,0,1,Public company,No involvement,No,City,Never,8261
1310,460238,Female,No,36,Yes,Low,3,0,2,Private company,Unknown,Yes,Country-side,Never,18349
1311,461857,Male,No,33,No,Low,3,1,2,Private company,Strong involvement,No,City,Never,7000
1312,464471,Male,Yes,30,Yes,Low,3,0,1,Government,No involvement,No,City,Never,7000
1313,460063,Female,No,43,Yes,Low,1,0,5,Private company,Unknown,Yes,City,Never,8261
1314,459520,Female,Yes,43,Yes,Low,1,1,5,Government,No involvement,No,City,Never,7000
1315,466613,Male,No,23,No,Low,3,0,1,Private company,Some involvement,No,City,Never,17088
1316,465595,Female,No,38,No,Low,3,1,2,Private company,No involvement,Yes,Country-side,Never,7000
1317,461203,Female,Yes,26,No,Low,9,1,1,Self-employed,No involvement,Yes,City,Intervention in Iraq,7000
1318,465898,Female,No,37,Yes,Low,2,0,2,Private company,Unknown,No,City,Never,22132
1319,462781,Male,No,50,No,Low,2,1,3,Student,No involvement,Yes,City,Intervention in Iraq,8261
1320,466145,Male,Yes,56,No,Average,3,1,2,Private company,Strong involvement,No,City,Never,8261
1321,461981,Male,No,18,No,Low,3,0,1,Private company,Some involvement,Yes,City,Never,12044
1322,464767,Female,Yes,53,No,Average,4,1,2,Private company,No involvement,Yes,Country-side,Never,17088
1323,461054,Female,No,18,No,Low,,0,,Student,No involvement,Yes,City,Never,7000
1324,459780,Female,No,42,No,Low,3,0,2,Private company,Strong involvement,No,City,Never,8261
1325,463936,Male,Yes,32,No,Average,2,1,2,Private company,Strong involvement,No,City,Never,8261
1326,465270,Female,Yes,43,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,7000
1327,462007,Female,Yes,36,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,8261
1328,459527,Male,Yes,46,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,8261
1329,466919,Male,No,19,No,Low,5,0,1,Government,No involvement,Yes,City,Never,7000
1330,462692,Female,Yes,35,No,Average,2,1,2,Private company,Unknown,No,City,Never,7000
1331,466834,Male,Yes,60,Yes,Low,3,0,2,Private company,Strong involvement,No,City,Never,8261
1332,465237,Male,Yes,68,Yes,High,2,0,4,Self-employed,No involvement,No,City,Never,7000
1333,463783,Female,No,30,No,Low,,1,,Private company,Some involvement,,,,7000
1334,463079,Female,No,35,No,Low,,0,,Student,No involvement,Yes,City,Never,7000
1335,461617,Male,No,45,Yes,Low,2,0,3,Private company,Unknown,No,City,Never,7000
1336,461307,Male,No,23,No,Low,4,0,1,Private company,Some involvement,No,City,Never,8261
1337,466312,Female,No,21,No,Low,3,0,1,Private company,Some involvement,Yes,Country-side,Never,7000
1338,464648,Male,Yes,28,No,High,4,0,1,Public company,No involvement,Yes,Country-side,Never,7000
1339,464008,Female,Yes,50,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,8261
1340,460891,Female,Yes,36,No,Average,4,1,1,Private company,Unknown,Yes,City,Never,9522
1341,462314,Female,No,28,No,Low,1,0,3,Government,No involvement,No,City,Never,24654
1342,464546,Female,Yes,38,Yes,Low,3,0,2,Private company,No involvement,No,City,Never,17088
1343,463930,Male,Yes,49,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,8261
1344,461509,Male,Yes,40,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,8261
1345,467471,Male,Yes,52,No,Average,5,1,2,Private company,Strong involvement,No,City,Never,12044
1346,467231,Male,No,22,No,Low,4,0,1,Private company,Some involvement,No,City,Never,7000
1347,461862,Female,No,42,Yes,Low,1,1,5,Private company,Unknown,No,City,Never,18349
1348,461363,Male,No,45,Yes,Low,1,0,5,Private company,Unknown,No,City,Never,7000
1349,461895,Male,Yes,36,Yes,Low,2,1,2,Private company,Strong involvement,No,City,Never,8261
1350,460589,Male,Yes,49,No,Average,6,1,1,Private company,Strong involvement,Yes,City,Never,8261
1351,459494,Female,Yes,69,No,Low,3,0,3,Private company,No involvement,No,City,Never,18349
1352,461064,Male,No,45,Yes,Low,5,1,1,Private company,Unknown,No,City,Never,8261
1353,466441,Male,No,22,No,Low,9,0,1,Private company,Some involvement,No,City,Never,7000
1354,460343,Female,No,67,Yes,Low,2,1,4,Private company,Unknown,No,City,Never,7000
1355,459559,Female,Yes,39,No,Average,3,0,2,Private company,No involvement,No,City,Never,7000
1356,459618,Male,Yes,59,Yes,Average,2,1,3,Government,No involvement,Yes,Country-side,Never,7000
1357,462704,Male,Yes,48,Yes,High,5,1,1,Public company,No involvement,No,City,Never,13305
1358,465069,Male,Yes,73,Yes,Average,3,1,3,Private company,Some involvement,No,City,Never,8261
1359,462512,Female,Yes,28,No,Average,2,0,2,Private company,Strong involvement,Yes,Country-side,Never,7000
1360,465370,Female,No,53,Yes,Low,1,1,6,Private company,Unknown,No,City,Never,7000
1361,461548,Female,No,33,Yes,Low,3,0,2,Private company,No involvement,No,City,Never,8261
1362,462893,Female,Yes,52,No,Average,3,1,2,Private company,Unknown,Yes,Country-side,Never,8261
1363,460291,Female,Yes,37,Yes,Low,2,1,2,Private company,Unknown,No,City,Never,14566
1364,460509,Male,No,23,No,Low,4,0,1,Private company,Some involvement,Yes,City,Never,7000
1365,465826,Male,Yes,45,No,Low,9,0,1,Public company,No involvement,Yes,Country-side,Never,10783
1366,464369,Male,Yes,36,Yes,High,4,1,1,Public company,No involvement,No,City,Never,8261
1367,463794,Female,No,32,Yes,Low,5,0,1,Private company,Some involvement,Yes,City,Never,7000
1368,464498,Male,Yes,45,Yes,Average,3,1,2,Private company,Unknown,Yes,City,Never,7000
1369,463852,Male,Yes,51,Yes,High,4,0,2,Private company,Strong involvement,No,City,Never,7000
1370,465015,Female,Yes,61,Yes,Low,3,0,3,Private company,No involvement,Yes,City,Intervention in Iraq,7000
1371,463411,Male,Yes,42,Yes,Average,2,1,3,Private company,Strong involvement,No,City,Never,7000
1372,466642,Male,No,18,No,Low,3,0,1,Private company,Some involvement,No,City,Never,18349
1373,460635,Male,Yes,29,No,High,2,0,2,Private company,Some involvement,Yes,City,Never,7000
1374,463880,Female,Yes,36,No,Low,3,1,2,Private company,No involvement,Yes,City,Never,7000
1375,462822,Male,No,19,No,Low,4,0,1,Private company,Some involvement,No,City,Never,7000
1376,460536,Male,No,33,No,Low,4,0,1,Private company,No involvement,Yes,City,Never,9522
1377,462943,Male,Yes,61,Yes,High,2,1,4,Public company,No involvement,No,City,Never,13305
1378,460421,Male,Yes,30,Yes,Low,1,1,3,Private company,Unknown,Yes,City,Intervention in Iraq,7000
1379,461010,Male,Yes,39,Yes,Average,3,0,2,Private company,Strong involvement,Yes,City,Never,8261
1380,460000,Male,No,52,Yes,Low,1,0,6,Private company,Strong involvement,Yes,City,Never,8261
1381,467118,Male,Yes,55,Yes,Average,3,1,2,Private company,Strong involvement,Yes,City,Intervention in Iraq,8261
1382,467248,Female,Yes,86,Yes,High,2,1,5,Self-employed,No involvement,No,City,Never,7000
1383,463515,Female,Yes,41,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,20871
1384,467629,Male,Yes,50,Yes,Low,1,1,5,Private company,Unknown,No,City,Never,8261
1385,460857,Male,No,31,No,Low,1,0,4,Private company,Strong involvement,Yes,Country-side,Never,8261
1386,464523,Female,No,30,Yes,Low,,0,,Private company,Some involvement,No,City,Never,23393
1387,467873,Female,Yes,36,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,8261
1388,464318,Male,Yes,88,Yes,Low,1,0,9,Public company,No involvement,No,City,Never,8261
1389,465449,Female,No,43,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,18349
1390,459976,Female,No,38,Yes,Low,1,0,4,Private company,Unknown,No,City,Never,7000
1391,460873,Male,Yes,46,Yes,Average,3,1,2,Private company,Strong involvement,Yes,Country-side,Never,7000
1392,460151,Male,Yes,35,Yes,Average,2,1,2,Private company,Unknown,No,City,Never,10783
1393,465041,Female,Yes,50,No,Average,4,1,2,Private company,Unknown,Yes,Country-side,Never,7000
1394,461320,Female,No,39,Yes,Low,3,1,2,Private company,Unknown,No,City,Never,7000
1395,464701,Male,No,31,No,Low,2,0,2,Government,No involvement,Yes,Country-side,Never,7000
1396,467830,Male,No,31,Yes,Low,3,0,2,Private company,Strong involvement,No,City,Never,8261
1397,460313,Male,No,32,Yes,Low,3,0,2,Private company,Unknown,No,City,Never,23393
1398,467199,Male,No,37,Yes,Low,2,0,2,Private company,Unknown,No,City,Never,15827
1399,459149,Male,Yes,43,No,High,4,1,2,Public company,No involvement,No,City,Never,7000
1400,463796,Female,No,33,No,Low,3,0,2,Private company,No involvement,No,City,Never,8261
1401,464386,Male,Yes,39,Yes,Average,3,1,2,Government,No involvement,No,City,Never,7000
1402,466808,Female,No,43,No,Low,1,0,5,Private company,No involvement,No,City,Never,7000
1403,465107,Male,Yes,81,No,Low,1,0,9,Public company,No involvement,No,City,Never,7000
1404,460353,Male,No,31,Yes,Low,1,0,4,,,Yes,Country-side,Never,14566
1405,463699,Female,Yes,41,Yes,Low,3,1,2,Student,No involvement,No,City,Never,18349
1406,462136,Female,No,31,Yes,Low,4,0,1,Private company,Some involvement,No,City,Never,7000
1407,465507,Male,Yes,43,Yes,Low,1,1,5,Private company,Unknown,No,City,Never,17088
1408,460204,Male,Yes,41,Yes,Low,4,0,2,Private company,Unknown,No,City,Never,12044
1409,459301,Female,No,33,Yes,Low,3,1,2,Private company,Some involvement,No,City,Never,7000
1410,465716,Female,No,59,Yes,Low,2,1,3,Private company,Unknown,No,City,Never,7000
1411,465960,Female,No,32,Yes,Low,1,0,4,Student,No involvement,No,City,Never,17088
1412,465261,Female,No,21,Yes,Low,4,0,1,Private company,Some involvement,Yes,City,Intervention in Syria,7000
1413,460613,Female,Yes,46,Yes,Average,3,1,2,Nothing,No involvement,Yes,City,Never,17088
1414,464658,Male,Yes,33,No,Average,2,1,2,Private company,Unknown,Yes,Country-side,Never,8261
1415,465196,Female,No,33,Yes,Low,2,0,2,Private company,Unknown,Yes,Country-side,Never,10783
1416,466062,Male,Yes,56,Yes,Low,3,1,2,Private company,Unknown,Yes,City,Never,12044
1417,464555,Male,Yes,31,Yes,High,4,0,1,Student,No involvement,Yes,Country-side,Never,23393
1418,464468,Male,Yes,50,Yes,Low,3,1,2,Private company,Unknown,No,City,Never,8261
1419,465798,Female,No,41,Yes,Low,3,1,2,Private company,Some involvement,No,City,Never,7000
1420,467819,Male,Yes,57,Yes,Low,1,1,6,Private company,Unknown,Yes,City,Never,7000
1421,464144,Male,Yes,60,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,7000
1422,460005,Male,No,43,Yes,Low,1,0,5,Private company,No involvement,No,City,Never,7000
1423,459820,Female,Yes,73,Yes,Average,3,1,3,Private company,Unknown,Yes,City,Never,7000
1424,466905,Male,Yes,62,Yes,Low,1,1,7,Private company,Unknown,No,City,Never,7000
1425,461366,Male,No,25,Yes,Low,1,0,3,Private company,Some involvement,No,City,Never,7000
1426,467522,Female,No,19,No,Low,2,0,1,Private company,Some involvement,No,City,Never,7000
1427,460142,Female,Yes,53,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,7000
1428,461141,Male,Yes,55,No,Low,1,0,6,Nothing,No involvement,Yes,City,Never,9522
1429,463874,Male,No,25,Yes,Low,4,0,1,Private company,Some involvement,Yes,City,Never,8261
1430,460956,Female,Yes,47,Yes,Average,4,1,2,Private company,Unknown,Yes,City,Never,8261
1431,459340,Male,Yes,53,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,8261
1432,459237,Male,No,29,Yes,Low,6,0,1,Private company,Unknown,No,City,Never,8261
1433,461910,Male,Yes,31,Yes,Average,2,1,2,Private company,Unknown,Yes,City,Never,7000
1434,465114,Female,No,43,No,Low,6,1,1,Government,No involvement,Yes,City,Intervention in Iraq,12044
1435,465426,Male,No,30,No,Low,4,1,1,Private company,Some involvement,No,City,Never,7000
1436,464578,Female,No,26,Yes,Low,,0,,Private company,Some involvement,No,City,Never,7000
1437,466456,Female,Yes,43,No,Low,1,0,5,Government,No involvement,Yes,City,Never,18349
1438,459539,Female,No,35,Yes,Low,1,0,4,Private company,Some involvement,No,City,Never,18349
1439,467085,Male,No,45,Yes,Low,2,0,3,Private company,Strong involvement,No,City,Never,8261
1440,462172,Male,Yes,39,Yes,Average,2,0,2,Government,No involvement,Yes,City,Intervention in Syria,7000
1441,464175,Female,No,30,No,Low,,0,,Private company,Some involvement,No,City,Never,7000
1442,466165,Female,No,49,Yes,Low,1,1,5,Private company,Unknown,Yes,City,Never,7000
1443,465117,Female,Yes,73,Yes,High,2,1,4,Private company,Unknown,No,City,Never,8261
1444,460231,Male,Yes,59,Yes,High,3,1,2,Public company,No involvement,No,City,Never,20871
1445,464422,Male,No,59,No,Low,1,0,6,Private company,Strong involvement,Yes,City,Never,7000
1446,459332,Female,Yes,72,Yes,Low,,1,,Nothing,No involvement,No,City,Never,8261
1447,464360,Male,Yes,62,Yes,High,2,1,4,Public company,No involvement,No,City,Never,7000
1448,465954,Female,No,33,Yes,Low,3,0,2,Private company,Strong involvement,No,City,Never,20871
1449,465348,Male,,30,No,High,,0,,Public company,No involvement,No,City,Never,7000
1450,460257,Female,No,28,Yes,Low,6,0,1,Private company,Some involvement,No,City,Never,8261
1451,461407,Female,No,32,Yes,Low,6,0,1,Student,No involvement,Yes,City,Intervention in Syria,17088
1452,462752,Female,No,26,No,Low,1,0,3,Private company,Some involvement,No,City,Never,7000
1453,460662,Female,No,46,No,Low,1,0,5,Nothing,No involvement,No,City,Never,18349
1454,459226,Female,Yes,43,Yes,Average,2,1,3,Private company,Unknown,Yes,City,Intervention in Syria,7000
1455,464771,Female,Yes,47,No,Average,5,1,1,Private company,No involvement,Yes,Country-side,Never,17088
1456,460348,Female,No,37,Yes,Low,2,1,2,Private company,Unknown,No,City,Never,8261
1457,461568,Male,Yes,59,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,8261
1458,463393,Female,Yes,38,Yes,Low,2,1,2,Private company,Unknown,Yes,City,Never,14566
1459,463876,Male,Yes,49,Yes,Average,5,1,1,Private company,Strong involvement,No,City,Never,8261
1460,463615,Female,Yes,58,Yes,Average,2,1,3,Private company,Unknown,No,City,Never,7000
1461,463304,Female,No,41,Yes,Low,1,0,5,Government,No involvement,Yes,Country-side,Never,7000
1462,465704,Male,Yes,55,No,Low,1,1,6,Private company,Unknown,No,City,Never,8261
1463,464868,Male,Yes,36,Yes,Low,6,0,1,Private company,Strong involvement,Yes,Country-side,Never,14566
1464,460312,Female,No,36,Yes,Low,5,0,1,Private company,Strong involvement,,,,15827
1465,463439,Male,Yes,42,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,18349
1466,466807,Female,,41,Yes,Low,1,0,5,Private company,Some involvement,Yes,Country-side,Never,7000
1467,461316,Female,Yes,53,Yes,Average,2,1,3,Private company,Unknown,Yes,City,Never,7000
1468,460661,Female,No,33,No,Low,1,0,4,Nothing,No involvement,No,City,Never,18349
1469,466446,Female,Yes,46,Yes,High,3,1,2,Private company,Unknown,No,City,Never,8261
1470,465911,Female,No,28,Yes,Low,1,0,3,Private company,Unknown,No,City,Never,18349
1471,467327,Male,Yes,52,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,10783
1472,459958,Male,No,37,Yes,Low,3,0,2,Private company,Some involvement,No,City,Never,17088
1473,462146,Male,Yes,69,Yes,High,4,1,2,Self-employed,No involvement,No,City,Never,7000
1474,464394,Male,Yes,75,Yes,High,2,0,4,Self-employed,No involvement,No,City,Never,7000
1475,460106,Female,Yes,67,Yes,Low,,0,,Private company,Strong involvement,No,City,Never,8261
1476,459337,Female,Yes,25,Yes,Average,2,0,2,Private company,No involvement,No,City,Never,14566
1477,465132,Female,No,41,Yes,Low,1,0,5,Private company,Unknown,No,City,Never,7000
1478,462552,Male,No,31,Yes,Low,2,0,2,Private company,Unknown,No,City,Never,8261
1479,462453,Male,No,22,No,Low,5,0,1,Private company,Some involvement,No,City,Never,18349
1480,467435,Female,No,30,No,Low,,1,,Private company,Unknown,No,City,Never,7000
1481,466097,Female,Yes,74,No,Low,1,0,8,Self-employed,No involvement,No,City,Never,8261
1482,466504,Male,Yes,38,No,High,5,1,1,Public company,No involvement,No,City,Never,18349
1483,462379,Female,Yes,60,Yes,Average,3,1,2,Private company,Unknown,No,City,Never,8261
1484,460136,Male,No,27,Yes,Low,3,0,1,Private company,Unknown,No,City,Never,19610
1485,459832,Male,Yes,66,Yes,Low,1,1,7,Public company,No involvement,No,City,Never,7000
1486,460311,Male,No,25,Yes,Low,3,0,1,Private company,Strong involvement,Yes,City,Intervention in Syria,9522
1487,464762,Female,Yes,52,No,Average,4,1,2,Private company,No involvement,Yes,Country-side,Never,18349
1488,465150,Male,No,41,Yes,Low,1,0,5,Private company,Strong involvement,No,City,Never,7000
1489,466699,Female,Yes,40,Yes,Low,1,1,4,Private company,Unknown,No,City,Never,17088
1490,463227,Female,Yes,35,Yes,Average,2,0,2,Private company,No involvement,No,City,Never,8261
1491,462251,Male,Yes,61,No,Average,2,1,4,Private company,Unknown,No,City,Never,7000
1492,466559,Male,No,32,No,Low,4,0,1,Private company,Some involvement,No,City,Never,7000
1493,459401,Male,No,26,No,Low,3,1,1,Private company,Some involvement,,,,8261
1494,467527,Male,Yes,62,Yes,Average,4,1,2,Private company,Unknown,No,City,Never,9522
1495,464198,Male,Yes,49,Yes,Low,2,0,3,Private company,Strong involvement,No,City,Never,8261
1496,463462,Female,Yes,41,No,Average,4,0,2,Private company,No involvement,No,City,Never,7000
1497,460754,Female,No,33,Yes,Low,1,0,4,Nothing,No involvement,No,City,Never,17088
1498,463756,Male,Yes,68,No,Average,2,1,4,Public company,No involvement,No,City,Never,8261
1499,466562,Female,No,18,No,Low,4,0,1,Private company,Some involvement,No,City,Never,13305
